task;task.short_description;Urgency;task.business_duration
INC0402565;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 12:19:00)] was greater than or equal to the threshold (20.0).;Not immediate;379402
INC0402567;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [3.0646518E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;377191
INC0402567;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [3.0646518E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;377191
INC0402568;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.7581683E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;377102
INC0402568;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.7581683E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;377102
INC0402569;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.8541348E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;376724
INC0402569;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.8541348E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;376724
INC0402570;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [3.2117895E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;377140
INC0402570;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [3.2117895E7 (16/04/21 12:56:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;377140
INC0402571;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 12:57:00)] was greater than or equal to the threshold (16.0).;Not immediate;377062
INC0402571;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 12:57:00)] was greater than or equal to the threshold (16.0).;Not immediate;377062
INC0402572;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;373
INC0402572;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;373
INC0402573;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;372
INC0402573;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;372
INC0402574;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 12:57:00)] was greater than or equal to the threshold (20.0).;Not immediate;377069
INC0402574;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 12:57:00)] was greater than or equal to the threshold (20.0).;Not immediate;377069
INC0402575;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;110
INC0402575;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;110
INC0402576;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;889
INC0402576;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;889
INC0402577;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;771
INC0402577;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;771
INC0402578;CFDLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;360
INC0402578;CFDLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;360
INC0402578;CFDLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;360
INC0402579;CFTLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;360
INC0402579;CFTLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;360
INC0402579;CFTLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;360
INC0402580;CFTLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;358
INC0402580;CFTLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;358
INC0402580;CFTLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;358
INC0402581;CFDLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;357
INC0402581;CFDLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;357
INC0402581;CFDLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;357
INC0402582;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:7;Some;506
INC0402582;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:7;Some;506
INC0402583;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:5;Some;505
INC0402583;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:5;Some;505
INC0402584;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;107
INC0402584;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;107
INC0402585;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;246
INC0402585;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;246
INC0402586;DEV HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 5 datapoints were greater than or equal to the threshold (20.0). The most recent datapoints which cro;Not immediate;364826
INC0402586;DEV HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 5 datapoints were greater than or equal to the threshold (20.0). The most recent datapoints which cro;Not immediate;364826
INC0402587;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 5 datapoints were greater than or equal to the threshold (16.0). The most recent datapoints which cro;Not immediate;364614
INC0402587;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 5 datapoints were greater than or equal to the threshold (16.0). The most recent datapoints which cro;Not immediate;364614
INC0402588;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:10.5000;Some;236
INC0402588;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:10.5000;Some;236
INC0402589;DEV HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 16:56:00)] was greater than or equal to the threshold (20.0).;Not immediate;362693
INC0402589;DEV HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 16:56:00)] was greater than or equal to the threshold (20.0).;Not immediate;362693
INC0402590;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 5 datapoints were greater than or equal to the threshold (16.0). The most recent datapoints which cro;Not immediate;362666
INC0402590;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 5 datapoints were greater than or equal to the threshold (16.0). The most recent datapoints which cro;Not immediate;362666
INC0402591;CFDLKBM02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBM02 WITH VALUE:1.0500;Not immediate;103
INC0402592;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;505
INC0402592;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;505
INC0402593;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;114
INC0402593;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;114
INC0402594;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3375;Some;104
INC0402594;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3375;Some;104
INC0402595;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;877
INC0402595;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;877
INC0402595;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;877
INC0402596;SOPRZABBD02:mon_SO_UNIX_FS_pfree_$1_CSGI TRIGGERED EVENT: SOPRZABBD02 /backup_bd low free space 85% WITH VALUE:14.9536;Not immediate;3500
INC0402597;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.103:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW012;Some;239
INC0402597;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.103:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW012;Some;239
INC0402597;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.103:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW012;Some;239
INC0402598;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250911;Some;380
INC0402598;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250911;Some;380
INC0402599;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;250
INC0402599;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;250
INC0402599;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.102:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;250
INC0402600;SOPRZABBD02:mon_SO_UNIX_FS_pfree_$1_CSGI TRIGGERED EVENT: SOPRZABBD02 /backup_bd low free space 90% WITH VALUE:9.9749;Some;239
INC0402600;SOPRZABBD02:mon_SO_UNIX_FS_pfree_$1_CSGI TRIGGERED EVENT: SOPRZABBD02 /backup_bd low free space 90% WITH VALUE:9.9749;Some;239
INC0402601;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;640
INC0402601;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;640
INC0402601;CFPLSA01WEB:mon_WEB_APACHE_URL_CFPLSA01WEB_SADD_downloadDocumentsById TRIGGERED EVENT: http://10.15.76.102:8080/SADD/downloadDocumentsById is DOWN on CFPLAGW011;Some;640
INC0402602;DMDB11:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;370
INC0402603;DMDB12:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;368
INC0402604;DMDB11:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;248
INC0402605;DMDB12:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;247
INC0402606;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;109
INC0402606;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;109
INC0402607;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:7;Some;108
INC0402607;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:7;Some;108
INC0402608;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:3.4167;Some;117
INC0402608;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:3.4167;Some;117
INC0402609;CFPLAD01.cgcof.inet:mon_SO_UNIX_CPU_loadavg5_CSGI TRIGGERED EVENT: CFPLAD01.cgcof.inet Processor Load Is Too High AVG10 WITH VALUE:11.0900;Not immediate;251
INC0402610;CFPWSQL01:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 20% on volume J: WITH VALUE:16.8368;Not immediate;501
INC0402611;CFPWSQL01:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 15% on volume J: WITH VALUE:14.3546;Some;380
INC0402611;CFPWSQL01:mon_SO_WIN_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 15% on volume J: WITH VALUE:14.3546;Some;380
INC0402612;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250946;Some;109
INC0402612;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250946;Some;109
INC0402613;RTSS-GEN-DBOR02:mon_BD_ORACLE_ALERT_INSTANCE_{$INSTANCE_NAME1} TRIGGERED EVENT: Job.Error.Low.File.Alert.BBDD.Oracle_RTSDB2 WITH VALUE:ORA-12012: error on auto ;Not immediate;45614
INC0402614;DEV HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (17/04/21 17:24:00)] was greater than or equal to the threshold (20.0).;Not immediate;274156
INC0402614;DEV HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (17/04/21 17:24:00)] was greater than or equal to the threshold (20.0).;Not immediate;274156
INC0402615;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (17/04/21 17:24:00)] was greater than or equal to the threshold (16.0).;Not immediate;274577
INC0402615;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (17/04/21 17:24:00)] was greater than or equal to the threshold (16.0).;Not immediate;274577
INC0402616;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3379;Some;241
INC0402616;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3379;Some;241
INC0402617;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:3.5083;Some;241
INC0402617;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:3.5083;Some;241
INC0402618;QA WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (17/04/21 22:40:00)] was greater than or equal to the threshold (16.0).;Not immediate;255625
INC0402618;QA WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (17/04/21 22:40:00)] was greater than or equal to the threshold (16.0).;Not immediate;255625
INC0402619;QA HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (17/04/21 22:40:00)] was greater than or equal to the threshold (20.0).;Not immediate;255130
INC0402619;QA HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (17/04/21 22:40:00)] was greater than or equal to the threshold (20.0).;Not immediate;255130
INC0402620;DMDB11:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;373
INC0402621;DMDB12:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;371
INC0402622;CFPWCON002.cgcof.inet:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on CFPWCON002.cgcof.inet WITH VALUE:11.7917;Some;237
INC0402622;CFPWCON002.cgcof.inet:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on CFPWCON002.cgcof.inet WITH VALUE:11.7917;Some;237
INC0402623;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3383;Some;241
INC0402623;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3383;Some;241
INC0402624;prodapibnka:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on prodapibnka WITH VALUE:2.0900;Not immediate;244
INC0402625;prodapibnka:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnka WITH VALUE:49.2786;Not immediate;3494
INC0402626;prodapibnka:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on prodapibnka WITH VALUE:2.1550;Not immediate;639
INC0402627;prodapibnka:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on prodapibnka WITH VALUE:1.0100;Not immediate;101
INC0402628;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:1.9750;Some;112
INC0402628;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:1.9750;Some;112
INC0402629;PRO HIGH Alert Type: Latency. Threshold Crossed: 1 datapoint [10.439043323198955 (18/04/21 23:01:00)] was greater than or equal to the threshold (10.0).;Not immediate;167838
INC0402629;PRO HIGH Alert Type: Latency. Threshold Crossed: 1 datapoint [10.439043323198955 (18/04/21 23:01:00)] was greater than or equal to the threshold (10.0).;Not immediate;167838
INC0402629;PRO HIGH Alert Type: Latency. Threshold Crossed: 1 datapoint [10.439043323198955 (18/04/21 23:01:00)] was greater than or equal to the threshold (10.0).;Not immediate;167838
INC0402629;PRO HIGH Alert Type: Latency. Threshold Crossed: 1 datapoint [10.439043323198955 (18/04/21 23:01:00)] was greater than or equal to the threshold (10.0).;Not immediate;167838
INC0402630;PRO WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [10.439043323198955 (18/04/21 23:01:00)] was greater than or equal to the threshold (5.0).;Not immediate;167923
INC0402630;PRO WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [10.439043323198955 (18/04/21 23:01:00)] was greater than or equal to the threshold (5.0).;Not immediate;167923
INC0402631;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:251217;Some;5050
INC0402631;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:251217;Some;5050
INC0402632;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (18/04/21 23:59:00)] was greater than or equal to the threshold (20.0).;Not immediate;164311
INC0402632;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (18/04/21 23:59:00)] was greater than or equal to the threshold (20.0).;Not immediate;164311
INC0402633;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (18/04/21 23:59:00)] was greater than or equal to the threshold (16.0).;Not immediate;164273
INC0402633;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (18/04/21 23:59:00)] was greater than or equal to the threshold (16.0).;Not immediate;164273
